post_id,platform,post_type,post_date,day_of_week,posting_hour,caption_length,hashtags_count,likes,comments,shares,saves,engagement_rate
598,Twitter,Carousel,04-05-2024,Saturday,8,77,13,636,277,442,332,2.65251572327044
599,Facebook,Carousel,04-08-2024,Sunday,6,176,5,3042,361,197,329,1.2915844838921762
600,Instagram,Reel,28-06-2024,Friday,12,211,4,3672,643,151,452,1.3393246187363834
601,Twitter,Reel,13-02-2024,Tuesday,15,27,10,970,762,57,249,2.1010309278350516
602,Facebook,Reel,26-02-2024,Monday,23,128,6,2549,465,484,24,1.381718320910161
603,Facebook,Carousel,06-10-2024,Sunday,10,29,12,4336,773,266,562,1.3692343173431734
604,Instagram,Image,25-10-2024,Friday,12,158,1,4365,49,263,175,1.111569301260023
605,Facebook,Carousel,26-08-2024,Monday,17,75,0,118,73,399,677,10.73728813559322
606,Twitter,Reel,29-05-2024,Wednesday,16,268,19,3216,241,391,521,1.3585199004975124
607,Facebook,Carousel,29-09-2024,Sunday,6,40,7,771,195,205,513,2.1841763942931256
608,Twitter,Reel,28-09-2024,Saturday,6,197,11,2547,346,503,403,1.491558696505693
609,Instagram,Carousel,30-06-2024,Sunday,14,218,0,2526,246,515,283,1.4133016627078385
610,Facebook,Carousel,11-10-2024,Friday,10,64,12,2345,235,157,350,1.3164179104477611
611,Instagram,Image,23-09-2024,Monday,15,188,14,1913,432,248,587,1.6623105070569786
612,Twitter,Carousel,04-10-2024,Friday,12,90,9,1129,216,143,595,1.8449955713020372
613,Twitter,Reel,25-09-2024,Wednesday,16,54,17,1157,445,150,672,2.0950734658599828
614,Twitter,Reel,29-09-2024,Sunday,16,231,13,1019,193,327,150,1.6575073601570167
615,Instagram,Reel,04-06-2024,Tuesday,10,114,0,3679,768,282,156,1.3278064691492253
616,Instagram,Reel,16-05-2024,Thursday,6,203,2,4695,632,238,611,1.3154419595314164
617,Facebook,Reel,01-09-2024,Sunday,18,271,15,1148,519,482,666,2.452090592334495
618,Facebook,Reel,11-03-2024,Monday,14,231,7,1391,202,233,34,1.3371675053918044
619,Twitter,Image,13-04-2024,Saturday,16,254,7,1725,72,183,450,1.4086956521739131
620,Twitter,Image,06-08-2024,Tuesday,16,221,19,3366,799,44,623,1.435531788472965
621,Twitter,Reel,19-10-2024,Saturday,22,75,14,4914,554,539,657,1.3561253561253561
622,Facebook,Carousel,21-08-2024,Wednesday,7,218,16,397,256,533,551,4.375314861460957
623,Facebook,Image,26-01-2024,Friday,20,105,13,1605,303,452,408,1.7246105919003116
624,Facebook,Carousel,30-05-2024,Thursday,20,66,16,496,711,531,146,3.7983870967741935
625,Facebook,Image,27-02-2024,Tuesday,16,250,0,1522,604,561,139,1.8567674113009198
626,Instagram,Image,01-04-2024,Monday,16,103,3,3766,609,208,466,1.340679766330324
627,Facebook,Reel,16-02-2024,Friday,22,216,16,985,728,462,650,2.8680203045685277
628,Instagram,Image,22-03-2024,Friday,10,103,4,3152,568,391,45,1.3185279187817258
629,Twitter,Image,01-04-2024,Monday,15,112,3,470,434,317,317,3.272340425531915
630,Facebook,Image,08-03-2024,Friday,21,298,0,1711,8,261,13,1.1648158971361777
631,Facebook,Image,09-09-2024,Monday,8,23,7,1998,227,489,465,1.5910910910910911
632,Instagram,Reel,07-10-2024,Monday,10,48,20,2328,639,572,213,1.611683848797251
633,Twitter,Carousel,27-06-2024,Thursday,15,189,2,350,153,35,684,3.4914285714285715
634,Twitter,Image,26-01-2024,Friday,23,110,14,942,431,184,166,1.8290870488322717
635,Facebook,Image,23-10-2024,Wednesday,18,54,13,3000,41,97,307,1.1483333333333334
636,Instagram,Carousel,08-10-2024,Tuesday,14,188,16,581,304,484,138,2.593803786574871
637,Instagram,Reel,30-07-2024,Tuesday,22,64,15,4347,219,216,627,1.2443064182194616
638,Twitter,Carousel,27-05-2024,Monday,17,86,19,3548,628,326,266,1.3438556933483652
639,Instagram,Carousel,15-10-2024,Tuesday,13,168,6,4116,537,511,505,1.3773080660835764
640,Instagram,Carousel,01-01-2024,Monday,12,232,13,1018,29,478,641,2.1277013752455796
641,Instagram,Reel,24-01-2024,Wednesday,12,164,8,2784,363,575,653,1.5714798850574712
642,Facebook,Reel,04-02-2024,Sunday,9,190,10,2571,312,520,564,1.542979385453131
643,Instagram,Image,21-07-2024,Sunday,16,265,15,4710,635,31,180,1.1796178343949044
644,Facebook,Carousel,19-01-2024,Friday,16,256,13,1162,498,161,643,2.1204819277108435
645,Facebook,Carousel,29-01-2024,Monday,23,29,6,4318,311,580,695,1.3672996757758222
646,Facebook,Reel,22-10-2024,Tuesday,16,212,20,2767,367,69,153,1.2128659197687026
647,Twitter,Reel,30-09-2024,Monday,15,181,1,1409,589,400,192,1.8381831085876508
648,Facebook,Image,19-05-2024,Sunday,15,130,16,3440,93,510,244,1.2462209302325582
649,Instagram,Reel,03-06-2024,Monday,20,279,0,1483,119,385,39,1.366149696561025
650,Facebook,Carousel,04-09-2024,Wednesday,22,178,10,4146,162,196,349,1.1705258080077183
651,Twitter,Reel,14-03-2024,Thursday,20,218,16,854,533,137,211,2.031615925058548
652,Instagram,Image,29-02-2024,Thursday,20,43,3,83,323,47,609,12.795180722891565
653,Twitter,Reel,23-09-2024,Monday,16,122,6,2609,28,593,320,1.3606745879647375
654,Twitter,Reel,26-05-2024,Sunday,14,96,5,2316,550,328,452,1.5742659758203799
655,Instagram,Reel,20-05-2024,Monday,23,199,17,987,20,575,527,2.13677811550152
656,Instagram,Reel,12-06-2024,Wednesday,8,179,19,2270,149,292,588,1.4533039647577093
657,Instagram,Image,22-06-2024,Saturday,7,74,12,4478,459,53,134,1.1442608307280036
658,Twitter,Carousel,28-01-2024,Sunday,20,202,9,755,441,403,184,2.36158940397351
659,Facebook,Carousel,19-06-2024,Wednesday,10,67,14,1673,735,548,81,1.8153018529587568
660,Instagram,Reel,19-02-2024,Monday,10,152,11,3782,322,478,482,1.338974087784241
661,Facebook,Image,19-07-2024,Friday,6,53,15,1552,721,340,333,1.8981958762886597
662,Facebook,Image,27-02-2024,Tuesday,10,280,3,2929,495,474,175,1.3905769887333561
663,Instagram,Image,26-07-2024,Friday,23,256,12,926,338,571,666,2.700863930885529
664,Instagram,Image,30-07-2024,Tuesday,18,53,10,2004,640,251,562,1.7250499001996007
665,Facebook,Carousel,16-04-2024,Tuesday,13,108,2,4891,446,447,581,1.3013698630136987
666,Twitter,Reel,20-10-2024,Sunday,20,110,9,4036,122,476,334,1.2309217046580774
667,Facebook,Image,26-07-2024,Friday,21,51,2,620,617,113,611,3.162903225806452
668,Twitter,Reel,21-04-2024,Sunday,20,292,9,1188,599,2,151,1.632996632996633
669,Twitter,Image,18-07-2024,Thursday,15,175,13,4784,462,202,211,1.182901337792642
670,Twitter,Image,25-06-2024,Tuesday,10,170,1,781,601,10,627,2.585147247119078
671,Facebook,Reel,08-07-2024,Monday,15,35,7,4546,59,2,574,1.1396832380114386
672,Facebook,Image,09-08-2024,Friday,19,299,6,4884,408,327,392,1.2307534807534808
673,Facebook,Image,29-03-2024,Friday,19,98,9,3940,147,194,569,1.2309644670050761
674,Instagram,Reel,05-03-2024,Tuesday,21,243,4,1150,16,75,664,1.6565217391304348
675,Twitter,Carousel,13-02-2024,Tuesday,19,112,14,1174,662,427,467,2.3253833049403747
676,Facebook,Reel,17-09-2024,Tuesday,11,237,19,3524,570,462,394,1.4046538024971622
677,Facebook,Image,04-01-2024,Thursday,23,207,1,4784,515,244,514,1.2660953177257526
678,Twitter,Image,20-01-2024,Saturday,8,92,16,4704,499,379,116,1.2113095238095237
679,Twitter,Reel,23-05-2024,Thursday,13,261,20,3858,534,82,536,1.2986003110419906
680,Instagram,Image,09-02-2024,Friday,23,25,15,4467,598,321,628,1.3463174389970898
681,Facebook,Image,20-08-2024,Tuesday,15,168,5,4249,485,589,340,1.3327841845140034
682,Facebook,Reel,19-01-2024,Friday,21,106,18,4945,772,313,578,1.336299292214358
683,Facebook,Reel,27-01-2024,Saturday,10,278,2,2440,760,29,294,1.4438524590163935
684,Facebook,Reel,22-05-2024,Wednesday,9,109,18,2114,140,289,282,1.336329233680227
685,Twitter,Reel,18-03-2024,Monday,21,112,16,3708,383,181,268,1.2243797195253505
686,Instagram,Image,17-01-2024,Wednesday,19,216,7,2858,91,150,610,1.2977606717984604
687,Instagram,Carousel,13-08-2024,Tuesday,14,79,1,1420,220,593,354,1.8218309859154929
688,Facebook,Carousel,26-03-2024,Tuesday,23,139,12,3851,413,489,309,1.3144637756426902
689,Facebook,Reel,18-07-2024,Thursday,15,249,12,3937,273,150,544,1.2456184912369825
690,Twitter,Carousel,10-06-2024,Monday,17,241,19,4393,704,44,100,1.193034372865923
691,Facebook,Carousel,19-05-2024,Sunday,18,256,7,2794,281,275,101,1.2351467430207588
692,Twitter,Reel,09-04-2024,Tuesday,6,54,0,4309,350,186,321,1.198886052448364
693,Facebook,Reel,29-07-2024,Monday,15,148,6,850,542,108,457,2.3023529411764705
694,Twitter,Carousel,18-01-2024,Thursday,12,82,3,244,639,96,59,4.254098360655738
695,Instagram,Carousel,14-02-2024,Wednesday,11,149,9,1114,389,581,190,2.0412926391382404
696,Facebook,Carousel,27-08-2024,Tuesday,16,151,5,670,659,466,284,3.1029850746268655
697,Facebook,Image,07-02-2024,Wednesday,7,152,8,2321,800,65,392,1.5415769065058165
698,Twitter,Image,01-04-2024,Monday,11,271,3,3659,76,505,206,1.2150860890953812
699,Twitter,Carousel,14-03-2024,Thursday,9,246,8,4478,792,443,224,1.3258150960250112
700,Twitter,Image,22-02-2024,Thursday,20,29,15,335,79,74,586,3.2059701492537314
701,Instagram,Carousel,17-03-2024,Sunday,16,220,18,57,43,401,273,13.578947368421053
702,Facebook,Image,02-01-2024,Tuesday,8,296,7,4272,729,504,490,1.4033239700374531
703,Twitter,Carousel,02-01-2024,Tuesday,17,190,9,3199,710,495,125,1.4157549234135667
704,Twitter,Image,24-07-2024,Wednesday,8,255,9,502,652,94,375,3.233067729083665
705,Twitter,Reel,13-04-2024,Saturday,15,219,3,1496,572,42,394,1.6737967914438503
706,Instagram,Reel,02-07-2024,Tuesday,12,32,18,4035,91,450,195,1.1824039653035936
707,Twitter,Image,02-05-2024,Thursday,21,293,14,4057,403,66,554,1.2521567660833128
708,Twitter,Reel,09-01-2024,Tuesday,18,80,6,353,352,59,346,3.144475920679887
709,Twitter,Carousel,24-09-2024,Tuesday,13,56,1,3804,699,551,153,1.3688222923238695
710,Twitter,Reel,13-03-2024,Wednesday,13,86,0,4055,674,21,483,1.290505548705302
711,Twitter,Reel,29-03-2024,Friday,8,74,3,459,319,101,468,2.934640522875817
712,Instagram,Image,11-09-2024,Wednesday,16,225,10,4924,635,227,65,1.1882615759545085
713,Instagram,Reel,02-03-2024,Saturday,11,191,2,4768,563,142,330,1.2170721476510067
714,Twitter,Image,02-03-2024,Saturday,23,104,14,2293,149,427,173,1.3266463148713477
715,Twitter,Carousel,04-05-2024,Saturday,18,100,0,4817,46,138,103,1.0595806518580029
716,Instagram,Carousel,06-09-2024,Friday,15,233,15,711,11,9,184,1.2869198312236287
717,Facebook,Image,05-03-2024,Tuesday,13,109,19,1738,151,279,536,1.5558112773302646
718,Instagram,Carousel,20-01-2024,Saturday,15,198,13,4934,189,513,627,1.2693554925010133
719,Twitter,Reel,03-01-2024,Wednesday,17,296,16,4618,246,198,121,1.1223473365093113
720,Instagram,Reel,22-04-2024,Monday,9,96,15,3852,793,215,284,1.335410176531672
721,Twitter,Image,11-09-2024,Wednesday,15,127,13,1494,168,46,56,1.180722891566265
722,Instagram,Carousel,08-05-2024,Wednesday,7,295,5,2788,636,466,45,1.411406025824964
723,Instagram,Reel,21-03-2024,Thursday,20,186,13,288,501,529,119,4.989583333333333
724,Instagram,Reel,11-04-2024,Thursday,13,231,6,2718,240,114,334,1.2531272994849154
725,Facebook,Reel,11-07-2024,Thursday,19,94,6,1857,80,484,600,1.6268174474959611
726,Facebook,Carousel,20-08-2024,Tuesday,12,203,8,1508,401,384,140,1.613395225464191
727,Instagram,Image,13-04-2024,Saturday,10,76,14,2801,135,34,583,1.2684755444484113
728,Facebook,Carousel,22-08-2024,Thursday,11,107,18,3476,180,353,226,1.2183544303797469
729,Facebook,Reel,10-10-2024,Thursday,21,256,8,1931,93,423,535,1.5442775763852925
730,Facebook,Image,08-01-2024,Monday,13,96,18,3557,758,254,254,1.355917908349733
731,Twitter,Carousel,03-01-2024,Wednesday,7,237,16,3472,50,43,482,1.165610599078341
732,Facebook,Reel,20-07-2024,Saturday,8,26,13,3976,718,102,464,1.3229376257545271
733,Twitter,Reel,21-04-2024,Sunday,6,265,9,1137,372,304,245,1.8100263852242744
734,Facebook,Image,23-03-2024,Saturday,10,227,5,3812,589,599,25,1.318205666316894
735,Instagram,Image,08-07-2024,Monday,16,291,1,3853,725,3,643,1.35582662860109
736,Twitter,Carousel,31-05-2024,Friday,12,61,19,3538,775,278,628,1.4751271905031091
737,Instagram,Image,20-06-2024,Thursday,17,258,19,499,532,374,53,2.9218436873747495
738,Twitter,Carousel,21-01-2024,Sunday,8,124,4,3044,380,181,664,1.402431011826544
739,Facebook,Carousel,20-06-2024,Thursday,12,135,10,2004,557,118,665,1.6686626746506985
740,Instagram,Reel,29-06-2024,Saturday,17,196,14,2240,520,435,284,1.553125
741,Twitter,Carousel,05-09-2024,Thursday,23,169,14,4157,544,127,482,1.2773634832812124
742,Instagram,Image,07-07-2024,Sunday,11,167,2,587,197,470,90,2.2896081771720613
743,Facebook,Reel,25-02-2024,Sunday,12,286,20,1399,287,116,152,1.396711937097927
744,Facebook,Image,12-01-2024,Friday,19,247,20,2451,431,556,136,1.4581803345573234
745,Instagram,Carousel,11-01-2024,Thursday,16,230,18,2438,198,66,23,1.1177194421657095
746,Facebook,Image,24-06-2024,Monday,15,87,9,2723,502,544,562,1.5905251560778553
747,Facebook,Reel,28-03-2024,Thursday,10,200,9,2179,237,497,381,1.5117026158788436
748,Facebook,Reel,21-08-2024,Wednesday,11,98,5,1412,638,166,549,1.958215297450425
749,Instagram,Image,01-05-2024,Wednesday,14,209,5,1007,47,326,589,1.955312810327706
750,Facebook,Image,15-04-2024,Monday,10,210,14,4657,729,37,682,1.3109297831221816
751,Instagram,Image,03-10-2024,Thursday,21,94,14,1381,551,310,125,1.713975380159305
752,Facebook,Carousel,12-06-2024,Wednesday,15,262,9,1328,9,561,520,1.8207831325301205
753,Twitter,Reel,20-10-2024,Sunday,21,40,4,1254,583,454,347,2.1036682615629982
754,Twitter,Reel,09-10-2024,Wednesday,20,202,2,1007,320,27,412,1.7537239324726912
755,Twitter,Reel,16-06-2024,Sunday,14,120,0,500,627,201,598,3.852
756,Facebook,Reel,12-02-2024,Monday,21,182,19,4460,461,91,525,1.2414798206278026
757,Instagram,Carousel,18-09-2024,Wednesday,19,209,12,509,687,371,408,3.880157170923379
758,Facebook,Image,09-07-2024,Tuesday,23,64,6,149,296,355,360,7.785234899328859
759,Twitter,Image,15-08-2024,Thursday,19,91,18,3454,458,297,168,1.2672264041690793
760,Twitter,Image,14-02-2024,Wednesday,8,212,2,1226,217,312,487,1.8287112561174552
761,Instagram,Carousel,04-01-2024,Thursday,20,90,6,3404,659,281,425,1.4009988249118683
762,Instagram,Image,05-04-2024,Friday,15,272,17,3177,301,569,503,1.4321687126219704
763,Facebook,Image,25-08-2024,Sunday,21,83,20,1889,32,4,158,1.1026998411858127
764,Instagram,Reel,27-05-2024,Monday,9,161,15,3467,188,505,661,1.3905393712143064
765,Facebook,Carousel,04-02-2024,Sunday,19,152,20,4956,768,372,596,1.3502824858757063
766,Instagram,Image,31-08-2024,Saturday,11,49,4,1029,387,526,590,2.4606413994169096
767,Instagram,Reel,12-06-2024,Wednesday,14,204,13,3826,714,140,366,1.318870883429169
768,Twitter,Reel,01-07-2024,Monday,22,119,20,449,301,300,543,3.5478841870824054
769,Facebook,Image,03-04-2024,Wednesday,15,158,11,824,618,173,557,2.6359223300970873
770,Instagram,Reel,19-02-2024,Monday,22,164,11,4427,598,362,148,1.2502823582561553
771,Instagram,Reel,05-09-2024,Thursday,22,133,6,3425,353,168,105,1.1827737226277373
772,Facebook,Image,13-10-2024,Sunday,8,79,4,4356,549,566,117,1.2828282828282829
773,Instagram,Image,09-01-2024,Tuesday,22,195,5,3978,361,321,372,1.264957264957265
774,Instagram,Carousel,04-06-2024,Tuesday,10,136,9,285,767,123,228,4.922807017543859
775,Twitter,Reel,05-03-2024,Tuesday,8,29,15,1769,138,82,436,1.370830977953646
776,Twitter,Carousel,08-08-2024,Thursday,7,260,3,398,206,112,34,1.8844221105527639
777,Instagram,Reel,09-05-2024,Thursday,9,125,18,404,72,310,684,3.6386138613861387
778,Instagram,Reel,12-04-2024,Friday,14,198,11,1563,691,361,30,1.692258477287268
779,Twitter,Reel,23-03-2024,Saturday,9,27,16,4151,751,249,518,1.3656950132498193
780,Instagram,Carousel,21-04-2024,Sunday,9,129,16,1619,293,177,551,1.6306361951822113
781,Twitter,Reel,31-08-2024,Saturday,11,201,12,3052,719,191,451,1.4459370904325033
782,Instagram,Image,05-08-2024,Monday,9,258,3,1805,531,235,418,1.6559556786703602
783,Twitter,Carousel,23-09-2024,Monday,7,62,10,1163,512,371,296,2.0137575236457437
784,Twitter,Carousel,09-09-2024,Monday,15,247,7,997,399,292,468,2.1624874623871615
785,Instagram,Image,10-10-2024,Thursday,17,111,0,3386,302,440,194,1.2764323685764913
786,Twitter,Carousel,08-09-2024,Sunday,8,81,4,911,410,450,536,2.5323819978046105
787,Instagram,Image,21-07-2024,Sunday,12,193,6,3331,716,106,173,1.2987090963674572
788,Facebook,Carousel,25-07-2024,Thursday,14,224,11,1055,243,436,512,2.128909952606635
789,Facebook,Reel,31-08-2024,Saturday,20,75,3,4991,419,498,524,1.2887196954518132
790,Instagram,Reel,08-05-2024,Wednesday,9,47,2,4058,514,238,644,1.3440118284869393
791,Twitter,Image,12-09-2024,Thursday,10,175,19,269,188,393,620,5.4646840148698885
792,Facebook,Reel,19-02-2024,Monday,15,274,15,676,681,534,505,3.544378698224852
793,Twitter,Reel,15-09-2024,Sunday,7,240,3,2193,560,353,554,1.6689466484268125
794,Facebook,Reel,15-07-2024,Monday,7,110,17,3737,327,387,454,1.3125501739363126
795,Facebook,Carousel,04-06-2024,Tuesday,18,269,3,1394,508,443,138,1.7812051649928264
796,Twitter,Image,18-10-2024,Friday,21,100,16,4068,680,569,553,1.4429695181907571
797,Facebook,Carousel,29-01-2024,Monday,17,165,10,3256,274,508,606,1.4262899262899262
798,Facebook,Image,01-02-2024,Thursday,6,194,12,280,609,48,132,3.817857142857143
799,Facebook,Reel,19-02-2024,Monday,13,146,7,3557,358,367,422,1.3224627495080123
800,Instagram,Image,08-06-2024,Saturday,11,30,17,4904,91,69,313,1.0964518760195758
801,Twitter,Image,15-06-2024,Saturday,14,30,15,356,476,434,582,5.191011235955056
802,Facebook,Carousel,12-01-2024,Friday,9,270,3,2642,391,586,400,1.5211960635881907
803,Facebook,Reel,15-04-2024,Monday,15,206,13,2802,513,516,684,1.6113490364025695
804,Instagram,Image,13-04-2024,Saturday,14,44,9,4121,655,79,549,1.3113322009221062
805,Instagram,Carousel,20-10-2024,Sunday,16,159,2,3343,236,96,593,1.276697577026623
806,Facebook,Reel,17-10-2024,Thursday,15,278,9,4400,491,439,215,1.2602272727272728
807,Facebook,Image,09-08-2024,Friday,22,252,17,4473,325,206,425,1.213726805276101
808,Twitter,Image,02-04-2024,Tuesday,12,259,8,202,647,530,192,7.7772277227722775
809,Instagram,Image,29-09-2024,Sunday,20,95,7,3603,584,63,535,1.328059950041632
810,Instagram,Carousel,18-03-2024,Monday,12,231,8,2509,450,422,327,1.477879633320048
811,Instagram,Reel,26-05-2024,Sunday,10,118,0,1365,267,243,416,1.6783882783882784
812,Facebook,Image,05-05-2024,Sunday,7,123,5,2593,480,499,574,1.5989201696876205
813,Twitter,Carousel,19-05-2024,Sunday,11,41,15,1167,34,266,285,1.5012853470437018
814,Facebook,Reel,11-01-2024,Thursday,19,206,2,503,90,323,617,3.047713717693837
815,Twitter,Carousel,22-07-2024,Monday,9,287,18,1201,246,116,585,1.7885095753538718
816,Twitter,Reel,25-09-2024,Wednesday,16,188,18,2112,513,94,244,1.402935606060606
817,Instagram,Reel,18-07-2024,Thursday,12,160,14,1982,438,225,148,1.4091826437941473
818,Twitter,Image,28-07-2024,Sunday,9,182,17,2133,608,59,503,1.5485232067510548
819,Instagram,Image,04-08-2024,Sunday,21,208,9,3940,704,254,285,1.315482233502538
820,Instagram,Image,11-01-2024,Thursday,23,216,9,335,762,57,688,5.498507462686567
821,Facebook,Reel,04-07-2024,Thursday,18,150,9,1049,552,244,454,2.19161105815062
822,Facebook,Carousel,16-02-2024,Friday,16,228,1,1978,309,217,165,1.3493427704752274
823,Facebook,Carousel,20-05-2024,Monday,19,71,5,706,508,484,423,3.0042492917847023
824,Twitter,Carousel,13-05-2024,Monday,23,187,14,4197,72,362,431,1.206099594948773
825,Facebook,Carousel,15-01-2024,Monday,10,21,12,476,661,190,646,4.144957983193278
826,Instagram,Reel,12-04-2024,Friday,13,284,20,2553,326,591,85,1.3924794359576969
827,Facebook,Image,07-03-2024,Thursday,10,153,5,4916,707,422,328,1.296379170056957
828,Facebook,Reel,16-06-2024,Sunday,18,213,18,2358,208,88,425,1.3057675996607294
829,Twitter,Carousel,24-04-2024,Wednesday,13,65,14,219,28,573,663,6.771689497716895
830,Facebook,Carousel,11-04-2024,Thursday,19,153,4,2194,723,174,51,1.432087511394713
831,Instagram,Carousel,15-02-2024,Thursday,22,242,14,3064,179,582,121,1.2878590078328982
832,Facebook,Image,10-09-2024,Tuesday,21,215,4,1020,234,210,196,1.6274509803921569
833,Twitter,Carousel,08-08-2024,Thursday,12,234,5,1742,619,222,290,1.6492537313432836
834,Instagram,Carousel,28-07-2024,Sunday,20,147,11,1245,34,299,269,1.4835341365461847
835,Instagram,Image,25-10-2024,Friday,18,128,12,3803,92,12,481,1.153825926899816
836,Twitter,Reel,04-08-2024,Sunday,7,190,7,4942,267,76,98,1.0892351274787535
837,Facebook,Carousel,29-08-2024,Thursday,18,174,12,2952,625,48,6,1.2300135501355014
838,Instagram,Image,08-07-2024,Monday,11,277,15,1133,577,44,595,2.0732568402471316
839,Twitter,Carousel,22-06-2024,Saturday,19,92,8,3884,140,93,325,1.143666323377961
840,Facebook,Carousel,29-02-2024,Thursday,17,240,9,2616,50,132,512,1.2652905198776758
841,Instagram,Image,14-05-2024,Tuesday,21,97,17,2210,534,322,447,1.5895927601809954
842,Instagram,Reel,13-08-2024,Tuesday,7,260,8,485,198,154,56,1.8412371134020618
843,Instagram,Image,24-03-2024,Sunday,17,268,14,3876,451,120,507,1.2781217750257998
844,Facebook,Reel,09-09-2024,Monday,12,165,5,971,742,153,127,2.052523171987642
845,Twitter,Reel,27-03-2024,Wednesday,6,289,18,4217,284,578,680,1.365662793455063
846,Twitter,Reel,02-04-2024,Tuesday,16,33,9,3461,83,254,511,1.2450158913608784
847,Instagram,Reel,03-03-2024,Sunday,8,255,15,3279,387,110,332,1.2528209820067093
848,Instagram,Carousel,20-08-2024,Tuesday,20,186,18,2256,613,7,338,1.424645390070922
849,Instagram,Carousel,07-03-2024,Thursday,8,300,19,1781,54,291,331,1.3795620437956204
850,Instagram,Image,14-07-2024,Sunday,8,30,6,808,413,263,183,2.0631188118811883
851,Twitter,Reel,24-03-2024,Sunday,9,172,15,3232,417,293,663,1.4248143564356435
852,Twitter,Reel,09-08-2024,Friday,17,282,6,2590,706,136,368,1.4671814671814671
853,Twitter,Carousel,07-09-2024,Saturday,19,66,13,3699,402,489,275,1.31522032981887
854,Instagram,Carousel,07-07-2024,Sunday,16,257,7,1576,449,438,96,1.623730964467005
855,Facebook,Image,20-03-2024,Wednesday,19,60,15,4107,544,539,86,1.28463598733869
856,Twitter,Image,02-06-2024,Sunday,15,44,17,1267,135,309,255,1.5516969218626677
857,Facebook,Image,09-02-2024,Friday,9,257,18,419,530,112,523,3.7804295942720763
858,Instagram,Reel,09-05-2024,Thursday,20,111,5,2961,265,85,516,1.292468760553867
859,Facebook,Carousel,20-07-2024,Saturday,20,250,19,420,90,428,305,2.9595238095238097
860,Instagram,Carousel,15-05-2024,Wednesday,14,74,13,2846,196,218,190,1.2122276879831342
861,Instagram,Reel,30-09-2024,Monday,21,255,12,196,10,406,120,3.7346938775510203
862,Twitter,Carousel,06-09-2024,Friday,18,174,2,2530,638,371,690,1.6715415019762845
863,Instagram,Carousel,05-03-2024,Tuesday,12,33,6,1156,19,197,115,1.2863321799307958
864,Twitter,Carousel,03-09-2024,Tuesday,12,64,9,1239,670,249,447,2.102502017756255
865,Instagram,Reel,25-08-2024,Sunday,10,247,15,1263,490,434,23,1.749802058590657
866,Facebook,Carousel,29-08-2024,Thursday,18,46,10,210,465,250,207,5.390476190476191
867,Facebook,Carousel,05-01-2024,Friday,23,168,1,891,650,444,426,2.705948372615039
868,Twitter,Carousel,06-09-2024,Friday,21,138,1,3324,502,527,606,1.4918772563176896
869,Twitter,Reel,27-09-2024,Friday,14,233,15,205,437,592,324,7.6
870,Twitter,Image,29-02-2024,Thursday,6,102,9,4103,642,357,460,1.3555934681940043
871,Twitter,Reel,08-04-2024,Monday,16,259,4,3894,357,450,238,1.268361581920904
872,Instagram,Carousel,30-05-2024,Thursday,12,164,2,3247,431,370,484,1.3957499230058517
873,Twitter,Image,04-09-2024,Wednesday,9,232,15,1107,182,206,161,1.4959349593495934
874,Instagram,Image,04-06-2024,Tuesday,14,202,5,1972,219,572,49,1.4259634888438133
875,Facebook,Reel,30-03-2024,Saturday,13,81,17,4174,37,67,346,1.1078102539530426
876,Instagram,Carousel,24-04-2024,Wednesday,14,97,16,4034,269,350,364,1.2436787307882995
877,Instagram,Carousel,23-02-2024,Friday,9,41,16,463,453,470,114,3.239740820734341
878,Facebook,Reel,23-02-2024,Friday,15,246,16,1418,650,122,211,1.6932299012693934
879,Instagram,Reel,12-09-2024,Thursday,12,244,13,863,162,374,343,2.018539976825029
880,Twitter,Reel,04-01-2024,Thursday,8,156,11,2059,490,351,294,1.5512384652744051
881,Twitter,Image,31-07-2024,Wednesday,13,90,13,3004,649,253,156,1.3521970705725699
882,Facebook,Reel,30-07-2024,Tuesday,20,94,0,3403,474,530,699,1.5004407875404056
883,Facebook,Reel,21-09-2024,Saturday,19,51,12,620,91,348,323,2.229032258064516
884,Twitter,Carousel,19-01-2024,Friday,22,171,13,1286,593,61,647,2.011664074650078
885,Instagram,Image,24-07-2024,Wednesday,22,95,12,4585,316,323,353,1.2163576881134133
886,Twitter,Image,16-08-2024,Friday,12,174,2,1730,562,454,354,1.7919075144508672
887,Twitter,Carousel,19-01-2024,Friday,15,129,2,4452,347,401,130,1.197214734950584
888,Twitter,Reel,18-09-2024,Wednesday,6,34,17,4570,324,535,349,1.2643326039387308
889,Twitter,Reel,12-05-2024,Sunday,7,210,8,2027,797,313,433,1.761223482979773
890,Instagram,Image,16-09-2024,Monday,15,22,14,2953,131,50,667,1.2871655943108704
891,Twitter,Carousel,22-06-2024,Saturday,23,139,11,1984,768,597,580,1.9803427419354838
892,Instagram,Carousel,02-06-2024,Sunday,18,286,7,2380,687,588,689,1.8252100840336134
893,Facebook,Image,23-02-2024,Friday,9,95,13,2735,533,598,198,1.4859232175502741
894,Instagram,Image,29-07-2024,Monday,12,248,2,721,99,65,436,1.8321775312066575
895,Facebook,Image,08-07-2024,Monday,21,236,14,4361,417,574,532,1.3492318275624857
896,Instagram,Image,07-09-2024,Saturday,20,86,16,3465,171,149,518,1.2418470418470418
897,Facebook,Reel,27-09-2024,Friday,11,209,3,1017,716,219,467,2.3785644051130777
